TICKER,SICCD,sic_divisions,sic_detailed
IRW,6712,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
PXG,3021,Manufacturing,Rubber & Plastics Products
IIG,7372,Services,Business Services
MCZ,7372,Services,Business Services
VPS,2086,Manufacturing,Food & Kindred Products
BL,5651,Retail Trade,Apparel & Accessory Stores
AKH,4522,"Transportation, Communications & Utilities",Transportation
RYG,2821,Manufacturing,Chemicals
BPL,4922,"Transportation, Communications & Utilities","Electric, Gas & Sanitary Services"
NTI,2671,Manufacturing,Paper & Allied Products
LZB,2521,Manufacturing,Furniture & Fixtures
ASP,6798,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
SRR,3143,Manufacturing,Leather
IMM,2834,Manufacturing,Chemicals
CRL,2834,Manufacturing,Chemicals
GFX,2731,Manufacturing,Printing & Publishing
CC,5064,Wholesale Trade,Wholesale Trade - Durable Goods
RVI,5311,Retail Trade,General Merchandise Stores
AFT,3663,Manufacturing,Electronic & Other Electrical Equipment
GSX,1321,Mining,Oil & Gas Extraction
CVV,3559,Manufacturing,Industrial Machinery & Equipment
RTC,3312,Manufacturing,Primary Metal Industries
SYT,2873,Manufacturing,Chemicals
AXL,5013,Wholesale Trade,Wholesale Trade - Durable Goods
BW,3661,Manufacturing,Electronic & Other Electrical Equipment
WPC,6798,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
NLC,3841,Manufacturing,Instruments & Related Products
ILI,8734,Services,Engineering & Management Services
PMD,8734,Services,Engineering & Management Services
WSII,4953,"Transportation, Communications & Utilities","Electric, Gas & Sanitary Services"
CNS,6282,"Finance, Insurance & Real Estate",Securities & Commodities Brokers
IIT,4813,"Transportation, Communications & Utilities",Communications
RAH,2066,Manufacturing,Food & Kindred Products
RFA,8361,Services,Social Services
GVP,7372,Services,Business Services
EXX,3568,Manufacturing,Industrial Machinery & Equipment
RAA,7373,Services,Business Services
HH,8099,Services,Health Services
BOO,3949,Manufacturing,Miscellaneous Manufacturing
NHC,8361,Services,Social Services
HTI,2836,Manufacturing,Chemicals
ARJ,2841,Manufacturing,Chemicals
BGG,3714,Manufacturing,Transportation Equipment
PQE,2741,Manufacturing,Printing & Publishing
CPS,7373,Services,Business Services
DIL,8731,Services,Engineering & Management Services
DP,3841,Manufacturing,Instruments & Related Products
AVY,2754,Manufacturing,Printing & Publishing
MWE,1311,Mining,Oil & Gas Extraction
RL,2321,Manufacturing,Apparel
CFW,4612,"Transportation, Communications & Utilities",Transportation
TEM,4813,"Transportation, Communications & Utilities",Communications
HRT,3841,Manufacturing,Instruments & Related Products
WLC,3021,Manufacturing,Rubber & Plastics Products
TAG,5131,Wholesale Trade,Wholesale Trade - Nondurable Goods
ZQK,2321,Manufacturing,Apparel
AXS,6331,"Finance, Insurance & Real Estate",Insurance Carriers
PHG,3845,Manufacturing,Instruments & Related Products
REF,5995,Retail Trade,Miscellaneous Retail
VAL,3952,Manufacturing,Miscellaneous Manufacturing
AMK,3825,Manufacturing,Instruments & Related Products
SEB,2011,Manufacturing,Food & Kindred Products
CVO,2752,Manufacturing,Printing & Publishing
BLS,4812,"Transportation, Communications & Utilities",Communications
SGK,7336,Services,Business Services
CAV,1531,Construction,Building Construction
GNI,6792,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
CMQ,3353,Manufacturing,Primary Metal Industries
IDC,6282,"Finance, Insurance & Real Estate",Securities & Commodities Brokers
CSE,6141,"Finance, Insurance & Real Estate",Credit Agencies
AUY,1041,Mining,Metal Mining
FIX,1711,Construction,Special Trade Contractors
CIX,3562,Manufacturing,Industrial Machinery & Equipment
WBD,2048,Manufacturing,Food & Kindred Products
BE,7389,Services,Business Services
DRH,7011,Services,Hotels & Other Lodging Places
CTT,8999,Services,
SLP,7372,Services,Business Services
STR,1321,Mining,Oil & Gas Extraction
PRH,2099,Manufacturing,Food & Kindred Products
BBL,1011,Mining,Metal Mining
GIW,6712,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
SXL,4612,"Transportation, Communications & Utilities",Transportation
KRO,2816,Manufacturing,Chemicals
AMV,6726,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
DLA,5136,Wholesale Trade,Wholesale Trade - Nondurable Goods
ESE,3564,Manufacturing,Industrial Machinery & Equipment
PGI,7389,Services,Business Services
MPP,3565,Manufacturing,Industrial Machinery & Equipment
SAL,6712,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
SNT,2836,Manufacturing,Chemicals
NGD,1041,Mining,Metal Mining
SLI,3625,Manufacturing,Electronic & Other Electrical Equipment
MGP,6351,"Finance, Insurance & Real Estate",Insurance Carriers
GHM,3561,Manufacturing,Industrial Machinery & Equipment
SBB,6712,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
HET,7999,Services,Amusement & Recreation
DMC,7334,Services,Business Services
CHA,4813,"Transportation, Communications & Utilities",Communications
NTR,6163,"Finance, Insurance & Real Estate",Credit Agencies
DII,2522,Manufacturing,Furniture & Fixtures
SLA,6798,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
HST,7011,Services,Hotels & Other Lodging Places
ALD,6022,"Finance, Insurance & Real Estate",Banking
AHN,8099,Services,Health Services
DPW,3677,Manufacturing,Electronic & Other Electrical Equipment
FRK,3241,Manufacturing,"Stone, Clay & Glass Products"
OTD,4619,"Transportation, Communications & Utilities",Transportation
INT,5171,Wholesale Trade,Wholesale Trade - Nondurable Goods
WST,2842,Manufacturing,Chemicals
CRV,5012,Wholesale Trade,Wholesale Trade - Durable Goods
SHI,2865,Manufacturing,Chemicals
VPF,3829,Manufacturing,Instruments & Related Products
CBG,6798,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
WL,6712,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
SNY,2834,Manufacturing,Chemicals
CNE,1311,Mining,Oil & Gas Extraction
HKF,5131,Wholesale Trade,Wholesale Trade - Nondurable Goods
DDE,7999,Services,Amusement & Recreation
GST,4925,"Transportation, Communications & Utilities","Electric, Gas & Sanitary Services"
AHG,2834,Manufacturing,Chemicals
SCU,1321,Mining,Oil & Gas Extraction
CW,3592,Manufacturing,Industrial Machinery & Equipment
AUO,3674,Manufacturing,Electronic & Other Electrical Equipment
ALB,2899,Manufacturing,Chemicals
BUH,5111,Wholesale Trade,Wholesale Trade - Nondurable Goods
DCZ,5023,Wholesale Trade,Wholesale Trade - Durable Goods
KCP,3143,Manufacturing,Leather
CMN,3841,Manufacturing,Instruments & Related Products
CSR,6022,"Finance, Insurance & Real Estate",Banking
AMP,6141,"Finance, Insurance & Real Estate",Credit Agencies
ENV,6552,"Finance, Insurance & Real Estate",Real Estate
CTU,3841,Manufacturing,Instruments & Related Products
FHN,6021,"Finance, Insurance & Real Estate",Banking
XPO,4512,"Transportation, Communications & Utilities",Transportation
FCF,6021,"Finance, Insurance & Real Estate",Banking
CRR,2869,Manufacturing,Chemicals
OFI,2034,Manufacturing,Food & Kindred Products
MVL,7829,Services,Motion Pictures
AMN,2952,Manufacturing,Petroleum Refining
CPC,7389,Services,Business Services
CVN,8742,Services,Engineering & Management Services
NEN,8742,Services,Engineering & Management Services
UTI,8249,Services,Educational Services
SVR,4899,"Transportation, Communications & Utilities",Communications
CSN,8999,Services,
INB,2834,Manufacturing,Chemicals
IVN,1041,Mining,Metal Mining
ATE,3559,Manufacturing,Industrial Machinery & Equipment
AOM,3841,Manufacturing,Instruments & Related Products
BNE,7389,Services,Business Services
PPX,4925,"Transportation, Communications & Utilities","Electric, Gas & Sanitary Services"
ARO,5641,Retail Trade,Apparel & Accessory Stores
SHS,3589,Manufacturing,Industrial Machinery & Equipment
HPY,7389,Services,Business Services
ENB,4922,"Transportation, Communications & Utilities","Electric, Gas & Sanitary Services"
FFI,8999,Services,
MPX,3732,Manufacturing,Transportation Equipment
IPT,5943,Retail Trade,Miscellaneous Retail
WHG,6798,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
TCX,7372,Services,Business Services
GEL,4612,"Transportation, Communications & Utilities",Transportation
MSS,3843,Manufacturing,Instruments & Related Products
TMP,6719,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
APT,3069,Manufacturing,Rubber & Plastics Products
UDW,7372,Services,Business Services
PWX,6712,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
APN,3621,Manufacturing,Electronic & Other Electrical Equipment
ESI,8221,Services,Educational Services
KEI,3827,Manufacturing,Instruments & Related Products
FC,8299,Services,Educational Services
ARS,3463,Manufacturing,Fabricated Metal Products
UGI,4932,"Transportation, Communications & Utilities","Electric, Gas & Sanitary Services"
AZO,5013,Wholesale Trade,Wholesale Trade - Durable Goods
TKG,4813,"Transportation, Communications & Utilities",Communications
MII,8731,Services,Engineering & Management Services
CSL,3069,Manufacturing,Rubber & Plastics Products
IIP,7375,Services,Business Services
RE,6331,"Finance, Insurance & Real Estate",Insurance Carriers
ADO,7361,Services,Business Services
CPY,7384,Services,Business Services
UL,2035,Manufacturing,Food & Kindred Products
FLL,7993,Services,Amusement & Recreation
EPE,4612,"Transportation, Communications & Utilities",Transportation
DY,1623,Construction,Heavy Construction
BVX,3841,Manufacturing,Instruments & Related Products
SLS,3651,Manufacturing,Electronic & Other Electrical Equipment
NYB,6036,"Finance, Insurance & Real Estate",Banking
CCF,3357,Manufacturing,Primary Metal Industries
SCL,2841,Manufacturing,Chemicals
TPX,2515,Manufacturing,Furniture & Fixtures
WXS,7389,Services,Business Services
IG,2844,Manufacturing,Chemicals
AVR,2869,Manufacturing,Chemicals
FEI,3825,Manufacturing,Instruments & Related Products
MIC,6722,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
UG,2844,Manufacturing,Chemicals
JOE,6552,"Finance, Insurance & Real Estate",Real Estate
FWV,6712,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
BAM,1521,Construction,Building Construction
ARB,7313,Services,Business Services
MHS,5912,Retail Trade,Miscellaneous Retail
DCU,3633,Manufacturing,Electronic & Other Electrical Equipment
MSL,6712,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
NBY,6719,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
BHO,4412,"Transportation, Communications & Utilities",Transportation
UB,6111,"Finance, Insurance & Real Estate",Credit Agencies
MSM,5083,Wholesale Trade,Wholesale Trade - Durable Goods
TOO,5137,Wholesale Trade,Wholesale Trade - Nondurable Goods
XNR,1799,Construction,Special Trade Contractors
KKD,5461,Retail Trade,Food Stores
FAX,7372,Services,Business Services
CFK,5051,Wholesale Trade,Wholesale Trade - Durable Goods
RNY,3463,Manufacturing,Fabricated Metal Products
LQ,2086,Manufacturing,Food & Kindred Products
NPO,3429,Manufacturing,Fabricated Metal Products
SQNM,8731,Services,Engineering & Management Services
PGC,6712,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
SIF,3511,Manufacturing,Industrial Machinery & Equipment
GCA,7389,Services,Business Services
IAO,4899,"Transportation, Communications & Utilities",Communications
PXR,2752,Manufacturing,Printing & Publishing
RHB,8331,Services,Social Services
FGP,5961,Retail Trade,Miscellaneous Retail
DDD,2834,Manufacturing,Chemicals
GV,1623,Construction,Heavy Construction
ITP,2671,Manufacturing,Paper & Allied Products
ATR,2844,Manufacturing,Chemicals
LPA,2851,Manufacturing,Chemicals
ZTM,6719,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
FBP,6022,"Finance, Insurance & Real Estate",Banking
SBK,6712,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
CVD,8731,Services,Engineering & Management Services
AWC,2819,Manufacturing,Chemicals
CBL,4499,"Transportation, Communications & Utilities",Transportation
HDY,1321,Mining,Oil & Gas Extraction
SSL,1311,Mining,Oil & Gas Extraction
BRW,6331,"Finance, Insurance & Real Estate",Insurance Carriers
DMX,8742,Services,Engineering & Management Services
GTE,4812,"Transportation, Communications & Utilities",Communications
AGL,8744,Services,Engineering & Management Services
ENY,1311,Mining,Oil & Gas Extraction
XWG,5065,Wholesale Trade,Wholesale Trade - Durable Goods
BCH,6029,"Finance, Insurance & Real Estate",Banking
GAN,6351,"Finance, Insurance & Real Estate",Insurance Carriers
CVA,4953,"Transportation, Communications & Utilities","Electric, Gas & Sanitary Services"
ATC,3714,Manufacturing,Transportation Equipment
TP,4513,"Transportation, Communications & Utilities",Transportation
TRR,4212,"Transportation, Communications & Utilities",Transportation
KDE,7922,Services,Amusement & Recreation
XEL,4911,"Transportation, Communications & Utilities","Electric, Gas & Sanitary Services"
KWR,2851,Manufacturing,Chemicals
BBC,2879,Manufacturing,Chemicals
SLW,1044,Mining,Metal Mining
RAE,3829,Manufacturing,Instruments & Related Products
ASB,7372,Services,Business Services
ABL,2672,Manufacturing,Paper & Allied Products
TFN,6163,"Finance, Insurance & Real Estate",Credit Agencies
NWD,2045,Manufacturing,Food & Kindred Products
AGR,7371,Services,Business Services
JST,3612,Manufacturing,Electronic & Other Electrical Equipment
EEP,4922,"Transportation, Communications & Utilities","Electric, Gas & Sanitary Services"
UQM,3625,Manufacturing,Electronic & Other Electrical Equipment
HHS,7331,Services,Business Services
CSP,6798,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
SGN,8731,Services,Engineering & Management Services
BMD,1422,Mining,Mining & Quarrying of Nonmetallic Minerals
GOV,6081,"Finance, Insurance & Real Estate",Banking
MRF,6371,"Finance, Insurance & Real Estate",Insurance Carriers
EON,1221,Mining,Coal Mining
MEK,7389,Services,Business Services
MFI,6719,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
VSF,2099,Manufacturing,Food & Kindred Products
ACL,3851,Manufacturing,Instruments & Related Products
BLJ,6722,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
MEA,3339,Manufacturing,Primary Metal Industries
TLB,5136,Wholesale Trade,Wholesale Trade - Nondurable Goods
MSB,6798,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
LDL,3564,Manufacturing,Industrial Machinery & Equipment
ATU,3545,Manufacturing,Industrial Machinery & Equipment
RNT,5722,Retail Trade,Home Furniture & Equipment
AHS,8742,Services,Engineering & Management Services
TKO,4899,"Transportation, Communications & Utilities",Communications
AAP,5013,Wholesale Trade,Wholesale Trade - Durable Goods
EMA,3674,Manufacturing,Electronic & Other Electrical Equipment
GGR,1381,Mining,Oil & Gas Extraction
IIN,3669,Manufacturing,Electronic & Other Electrical Equipment
BDC,3663,Manufacturing,Electronic & Other Electrical Equipment
MEM,6719,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
MOV,3911,Manufacturing,Miscellaneous Manufacturing
AEN,1381,Mining,Oil & Gas Extraction
UNF,2253,Manufacturing,Textile Mill Products
TDK,7372,Services,Business Services
DV,8249,Services,Educational Services
KMR,4612,"Transportation, Communications & Utilities",Transportation
AVD,2873,Manufacturing,Chemicals
CMP,2899,Manufacturing,Chemicals
XFN,8742,Services,Engineering & Management Services
CAI,7373,Services,Business Services
DQE,4953,"Transportation, Communications & Utilities","Electric, Gas & Sanitary Services"
FDG,6722,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
BBT,6029,"Finance, Insurance & Real Estate",Banking
UWN,7999,Services,Amusement & Recreation
CHC,6798,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
WR,4911,"Transportation, Communications & Utilities","Electric, Gas & Sanitary Services"
ICE,6792,"Finance, Insurance & Real Estate",Holding & Other Investment Offices
FDP,179,"Agriculture, Forestry & Fishing",Agricultural Production - Crops
CIT,6159,"Finance, Insurance & Real Estate",Credit Agencies
PII,3716,Manufacturing,Transportation Equipment
BLT,3568,Manufacturing,Industrial Machinery & Equipment
